device,building,floor,room,type,power,date,from_time,to_time,no_of_people,time_stayed_mins,target
Television,2,5,0,outdoor,271,13-01-2018,10:00:00,11:00:00,10,21,0
Television,2,5,0,outdoor,290,13-01-2018,12:00:00,13:00:00,6,11,0
Television,2,5,0,outdoor,212,13-01-2018,14:00:00,15:00:00,10,29,1
Television,2,5,0,outdoor,258,13-01-2018,23:00:00,00:00:00,3,23,0
Television,2,5,0,outdoor,280,14-01-2018,01:00:00,02:00:00,8,18,0
AC,2,6,601,indoor,1491,04-01-2018,23:00:00,00:00:00,3,15,1
Computer,2,6,601,indoor,416,29-01-2018,00:00:00,01:00:00,4,26,0
Computer,2,6,601,indoor,487,31-01-2018,09:00:00,10:00:00,7,10,0
Computer,2,6,601,indoor,356,31-01-2018,22:00:00,23:00:00,0,0,1
Heater,2,6,601,indoor,1953,21-01-2018,21:00:00,22:00:00,3,30,1
Heater,2,6,601,indoor,1878,22-01-2018,17:00:00,18:00:00,3,3,1
Lights,2,6,601,indoor,1423,07-01-2018,03:00:00,04:00:00,5,17,1
Microwave,2,6,601,indoor,1649,26-01-2018,08:00:00,09:00:00,10,13,0
Refridgerator,2,6,601,indoor,121,15-01-2018,02:00:00,03:00:00,7,30,1
Television,2,6,601,indoor,273,11-01-2018,10:00:00,11:00:00,4,21,0
Television,2,6,601,indoor,293,11-01-2018,22:00:00,23:00:00,7,20,0
AC,2,6,602,indoor,1930,01-01-2018,23:00:00,00:00:00,7,23,0
Computer,2,6,602,indoor,498,29-01-2018,00:00:00,01:00:00,2,7,0
Heater,2,6,602,indoor,2511,19-01-2018,03:00:00,04:00:00,3,10,0
Lights,2,6,602,indoor,1910,06-01-2018,17:00:00,18:00:00,4,26,0
Lights,2,6,602,indoor,1725,09-01-2018,05:00:00,06:00:00,8,21,0
Microwave,2,6,602,indoor,1132,26-01-2018,06:00:00,07:00:00,10,5,1
Refridgerator,2,6,602,indoor,171,17-01-2018,19:00:00,20:00:00,1,9,1
Television,2,6,602,indoor,275,10-01-2018,01:00:00,02:00:00,1,10,0
Television,2,6,602,indoor,262,12-01-2018,01:00:00,02:00:00,1,4,0
Television,2,6,602,indoor,214,13-01-2018,12:00:00,13:00:00,0,0,1
Television,2,6,602,indoor,225,13-01-2018,22:00:00,23:00:00,8,10,1
AC,2,6,603,indoor,1007,04-01-2018,03:00:00,04:00:00,6,25,1
Computer,2,6,603,indoor,336,30-01-2018,00:00:00,01:00:00,6,30,1
Computer,2,6,603,indoor,381,30-01-2018,08:00:00,09:00:00,2,20,1
Heater,2,6,603,indoor,2837,19-01-2018,12:00:00,13:00:00,0,0,0
Heater,2,6,603,indoor,2244,21-01-2018,03:00:00,04:00:00,0,0,0
Heater,2,6,603,indoor,2814,22-01-2018,01:00:00,02:00:00,10,4,0
Heater,2,6,603,indoor,2715,22-01-2018,12:00:00,13:00:00,7,3,0
Lights,2,6,603,indoor,1096,08-01-2018,11:00:00,12:00:00,10,25,1
Microwave,2,6,603,indoor,1706,23-01-2018,11:00:00,12:00:00,8,6,0
Microwave,2,6,603,indoor,1771,27-01-2018,07:00:00,08:00:00,1,28,0
Refridgerator,2,6,603,indoor,211,14-01-2018,21:00:00,22:00:00,4,22,0
Television,2,6,603,indoor,297,13-01-2018,00:00:00,01:00:00,4,18,0
AC,2,6,604,indoor,1261,03-01-2018,23:00:00,00:00:00,6,25,1
Computer,2,6,604,indoor,407,28-01-2018,03:00:00,04:00:00,9,5,0
Computer,2,6,604,indoor,444,28-01-2018,23:00:00,00:00:00,1,12,0
Computer,2,6,604,indoor,351,29-01-2018,20:00:00,21:00:00,3,23,1
Heater,2,6,604,indoor,2675,20-01-2018,21:00:00,22:00:00,1,15,0
Heater,2,6,604,indoor,2939,22-01-2018,07:00:00,08:00:00,8,22,0
Lights,2,6,604,indoor,1670,07-01-2018,08:00:00,09:00:00,2,17,0
Microwave,2,6,604,indoor,1237,27-01-2018,13:00:00,14:00:00,1,10,1
Refridgerator,2,6,604,indoor,180,15-01-2018,00:00:00,01:00:00,9,21,1
Television,2,6,604,indoor,229,13-01-2018,00:00:00,01:00:00,1,16,1
AC,2,6,605,indoor,1871,04-01-2018,08:00:00,09:00:00,1,2,0
Computer,2,6,605,indoor,320,31-01-2018,11:00:00,12:00:00,6,26,1
Lights,2,6,605,indoor,1642,08-01-2018,04:00:00,05:00:00,2,14,0
Microwave,2,6,605,indoor,1852,24-01-2018,02:00:00,03:00:00,7,14,0
Television,2,6,605,indoor,270,12-01-2018,07:00:00,08:00:00,10,28,0
AC,2,6,606,indoor,1703,05-01-2018,08:00:00,09:00:00,8,3,0
Computer,2,6,606,indoor,340,30-01-2018,16:00:00,17:00:00,9,11,1
Heater,2,6,606,indoor,2400,21-01-2018,03:00:00,04:00:00,4,25,0
Lights,2,6,606,indoor,1455,06-01-2018,07:00:00,08:00:00,7,3,1
Lights,2,6,606,indoor,1003,09-01-2018,03:00:00,04:00:00,1,16,1
Lights,2,6,606,indoor,1264,09-01-2018,21:00:00,22:00:00,10,9,1
Microwave,2,6,606,indoor,1605,25-01-2018,00:00:00,01:00:00,7,25,0
Refridgerator,2,6,606,indoor,283,15-01-2018,00:00:00,01:00:00,9,29,0
Refridgerator,2,6,606,indoor,194,18-01-2018,20:00:00,21:00:00,5,28,1
Television,2,6,606,indoor,275,09-01-2018,01:00:00,02:00:00,4,3,0
AC,2,6,607,indoor,1604,04-01-2018,20:00:00,21:00:00,0,0,0
AC,2,6,607,indoor,1246,05-01-2018,15:00:00,16:00:00,9,5,1
Computer,2,6,607,indoor,442,27-01-2018,04:00:00,05:00:00,10,9,0
Computer,2,6,607,indoor,409,28-01-2018,13:00:00,14:00:00,6,10,1
Lights,2,6,607,indoor,1850,09-01-2018,16:00:00,17:00:00,6,24,0
Microwave,2,6,607,indoor,1288,24-01-2018,22:00:00,23:00:00,10,2,1
Microwave,2,6,607,indoor,1509,25-01-2018,00:00:00,01:00:00,7,7,0
Television,2,6,607,indoor,269,11-01-2018,19:00:00,20:00:00,1,6,0
Television,2,6,607,indoor,230,13-01-2018,13:00:00,14:00:00,8,28,1
AC,2,6,0,outdoor,2355,01-01-2018,22:00:00,23:00:00,1,14,1
AC,2,6,0,outdoor,2089,02-01-2018,00:00:00,01:00:00,0,0,1
AC,2,6,0,outdoor,4319,02-01-2018,11:00:00,12:00:00,5,30,0
AC,2,6,0,outdoor,3468,02-01-2018,13:00:00,14:00:00,0,0,0
AC,2,6,0,outdoor,4609,02-01-2018,16:00:00,17:00:00,3,8,0
AC,2,6,0,outdoor,3240,03-01-2018,00:00:00,01:00:00,5,14,1
AC,2,6,0,outdoor,2787,03-01-2018,02:00:00,03:00:00,6,16,1
AC,2,6,0,outdoor,3965,03-01-2018,09:00:00,10:00:00,5,24,0
AC,2,6,0,outdoor,2493,04-01-2018,01:00:00,02:00:00,6,18,1
AC,2,6,0,outdoor,3161,04-01-2018,12:00:00,13:00:00,1,16,1
AC,2,6,0,outdoor,2052,05-01-2018,21:00:00,22:00:00,5,13,1
Computer,2,6,0,outdoor,429,28-01-2018,00:00:00,01:00:00,8,18,0
Computer,2,6,0,outdoor,321,28-01-2018,06:00:00,07:00:00,10,23,1
Computer,2,6,0,outdoor,465,28-01-2018,17:00:00,18:00:00,8,27,0
Computer,2,6,0,outdoor,393,29-01-2018,13:00:00,14:00:00,3,19,0
Computer,2,6,0,outdoor,440,29-01-2018,23:00:00,00:00:00,5,17,0
Computer,2,6,0,outdoor,325,30-01-2018,00:00:00,01:00:00,5,10,1
Computer,2,6,0,outdoor,336,30-01-2018,01:00:00,02:00:00,2,17,1
Computer,2,6,0,outdoor,460,30-01-2018,01:00:00,02:00:00,3,12,0
Computer,2,6,0,outdoor,355,30-01-2018,15:00:00,16:00:00,4,12,1
Computer,2,6,0,outdoor,477,30-01-2018,18:00:00,19:00:00,2,10,0
Computer,2,6,0,outdoor,455,31-01-2018,14:00:00,15:00:00,1,17,0
Computer,2,6,0,outdoor,395,31-01-2018,23:00:00,00:00:00,5,14,1
Heater,2,6,0,outdoor,2615,18-01-2018,01:00:00,02:00:00,9,28,0
Heater,2,6,0,outdoor,2324,18-01-2018,06:00:00,07:00:00,6,22,0
Heater,2,6,0,outdoor,1585,19-01-2018,07:00:00,08:00:00,8,10,1
Heater,2,6,0,outdoor,2445,20-01-2018,02:00:00,03:00:00,1,7,0
Heater,2,6,0,outdoor,1582,20-01-2018,09:00:00,10:00:00,5,11,1
Heater,2,6,0,outdoor,2910,20-01-2018,15:00:00,16:00:00,7,16,0
Heater,2,6,0,outdoor,2238,20-01-2018,17:00:00,18:00:00,7,23,0
Heater,2,6,0,outdoor,2694,20-01-2018,19:00:00,20:00:00,3,26,0
Heater,2,6,0,outdoor,1740,20-01-2018,22:00:00,23:00:00,0,0,1
Heater,2,6,0,outdoor,2885,21-01-2018,00:00:00,01:00:00,7,10,0
Heater,2,6,0,outdoor,2692,21-01-2018,06:00:00,07:00:00,10,2,0
Heater,2,6,0,outdoor,2867,21-01-2018,08:00:00,09:00:00,8,11,0
Heater,2,6,0,outdoor,2091,21-01-2018,09:00:00,10:00:00,2,6,1
Heater,2,6,0,outdoor,1671,21-01-2018,13:00:00,14:00:00,6,8,1
Heater,2,6,0,outdoor,1833,22-01-2018,04:00:00,05:00:00,1,6,1
Heater,2,6,0,outdoor,2439,22-01-2018,05:00:00,06:00:00,4,4,0
Heater,2,6,0,outdoor,1630,22-01-2018,06:00:00,07:00:00,3,23,1
Heater,2,6,0,outdoor,1815,22-01-2018,08:00:00,09:00:00,6,5,1
Heater,2,6,0,outdoor,1811,22-01-2018,14:00:00,15:00:00,5,15,1
Heater,2,6,0,outdoor,2605,22-01-2018,15:00:00,16:00:00,3,22,0
Lights,2,6,0,outdoor,2514,05-01-2018,15:00:00,16:00:00,10,6,1
Lights,2,6,0,outdoor,4133,05-01-2018,18:00:00,19:00:00,1,4,0
Lights,2,6,0,outdoor,4152,06-01-2018,08:00:00,09:00:00,8,21,0
Lights,2,6,0,outdoor,4465,06-01-2018,09:00:00,10:00:00,0,0,0
Lights,2,6,0,outdoor,3520,06-01-2018,19:00:00,20:00:00,5,18,0
Lights,2,6,0,outdoor,4763,08-01-2018,22:00:00,23:00:00,6,23,0
Lights,2,6,0,outdoor,4890,09-01-2018,02:00:00,03:00:00,2,9,0
Lights,2,6,0,outdoor,3727,09-01-2018,15:00:00,16:00:00,0,0,0
Lights,2,6,0,outdoor,2154,09-01-2018,20:00:00,21:00:00,0,0,1
Microwave,2,6,0,outdoor,1488,23-01-2018,00:00:00,01:00:00,6,5,1
Microwave,2,6,0,outdoor,1255,23-01-2018,04:00:00,05:00:00,5,2,1
Microwave,2,6,0,outdoor,1120,23-01-2018,16:00:00,17:00:00,4,18,1
Microwave,2,6,0,outdoor,1712,24-01-2018,06:00:00,07:00:00,8,19,0
Microwave,2,6,0,outdoor,1353,24-01-2018,16:00:00,17:00:00,1,15,1
Microwave,2,6,0,outdoor,1680,24-01-2018,23:00:00,00:00:00,5,23,0
Microwave,2,6,0,outdoor,1847,25-01-2018,01:00:00,02:00:00,8,3,0
Microwave,2,6,0,outdoor,1559,27-01-2018,14:00:00,15:00:00,5,6,0
Refridgerator,2,6,0,outdoor,235,14-01-2018,12:00:00,13:00:00,10,6,0
Refridgerator,2,6,0,outdoor,144,14-01-2018,16:00:00,17:00:00,2,21,1
Refridgerator,2,6,0,outdoor,290,15-01-2018,14:00:00,15:00:00,6,11,0
Refridgerator,2,6,0,outdoor,276,16-01-2018,14:00:00,15:00:00,9,8,0
Refridgerator,2,6,0,outdoor,140,16-01-2018,20:00:00,21:00:00,10,27,1
Refridgerator,2,6,0,outdoor,254,17-01-2018,04:00:00,05:00:00,0,0,0
Refridgerator,2,6,0,outdoor,226,17-01-2018,06:00:00,07:00:00,1,15,0
Refridgerator,2,6,0,outdoor,199,17-01-2018,22:00:00,23:00:00,0,0,0
Television,2,6,0,outdoor,273,09-01-2018,10:00:00,11:00:00,4,23,0
Television,2,6,0,outdoor,265,10-01-2018,03:00:00,04:00:00,6,15,0
Television,2,6,0,outdoor,279,10-01-2018,11:00:00,12:00:00,5,6,0
Television,2,6,0,outdoor,261,10-01-2018,14:00:00,15:00:00,3,11,0
Television,2,6,0,outdoor,291,10-01-2018,21:00:00,22:00:00,3,2,0
Television,2,6,0,outdoor,234,10-01-2018,23:00:00,00:00:00,3,19,1
Television,2,6,0,outdoor,262,11-01-2018,02:00:00,03:00:00,8,7,0
Television,2,6,0,outdoor,291,11-01-2018,06:00:00,07:00:00,4,9,0
Television,2,6,0,outdoor,207,11-01-2018,23:00:00,00:00:00,3,18,1
Television,2,6,0,outdoor,230,12-01-2018,15:00:00,16:00:00,10,26,1
Television,2,6,0,outdoor,238,12-01-2018,18:00:00,19:00:00,1,19,1
Television,2,6,0,outdoor,260,13-01-2018,07:00:00,08:00:00,5,28,0
Television,2,6,0,outdoor,236,13-01-2018,09:00:00,10:00:00,0,0,1
AC,2,7,701,indoor,1640,01-01-2018,08:00:00,09:00:00,9,18,0
AC,2,7,701,indoor,1196,02-01-2018,11:00:00,12:00:00,0,0,1
AC,2,7,701,indoor,1657,03-01-2018,12:00:00,13:00:00,0,0,0
AC,2,7,701,indoor,1452,03-01-2018,21:00:00,22:00:00,3,23,1
Computer,2,7,701,indoor,475,28-01-2018,20:00:00,21:00:00,6,18,0
Computer,2,7,701,indoor,438,30-01-2018,19:00:00,20:00:00,9,13,0
Computer,2,7,701,indoor,487,31-01-2018,03:00:00,04:00:00,0,0,0
Computer,2,7,701,indoor,445,31-01-2018,14:00:00,15:00:00,8,24,0
Heater,2,7,701,indoor,2747,21-01-2018,01:00:00,02:00:00,8,25,0
Lights,2,7,701,indoor,1148,05-01-2018,20:00:00,21:00:00,8,23,1
Microwave,2,7,701,indoor,1040,24-01-2018,12:00:00,13:00:00,3,30,1
Refridgerator,2,7,701,indoor,172,15-01-2018,14:00:00,15:00:00,3,5,1
Television,2,7,701,indoor,200,10-01-2018,03:00:00,04:00:00,2,20,1
Television,2,7,701,indoor,292,11-01-2018,09:00:00,10:00:00,2,26,0
Television,2,7,701,indoor,250,12-01-2018,14:00:00,15:00:00,9,20,0
Television,2,7,701,indoor,247,13-01-2018,14:00:00,15:00:00,10,29,0
AC,2,7,702,indoor,1401,03-01-2018,12:00:00,13:00:00,8,12,1
AC,2,7,702,indoor,1653,03-01-2018,15:00:00,16:00:00,2,7,0
Computer,2,7,702,indoor,441,27-01-2018,19:00:00,20:00:00,4,20,0
Heater,2,7,702,indoor,1748,18-01-2018,03:00:00,04:00:00,3,3,1
Heater,2,7,702,indoor,2007,20-01-2018,23:00:00,00:00:00,1,19,1
Heater,2,7,702,indoor,2405,22-01-2018,10:00:00,11:00:00,8,15,1
Heater,2,7,702,indoor,2665,22-01-2018,12:00:00,13:00:00,4,12,0
Heater,2,7,702,indoor,1760,23-01-2018,03:00:00,04:00:00,8,22,1
Lights,2,7,702,indoor,1619,08-01-2018,18:00:00,19:00:00,8,7,0
Microwave,2,7,702,indoor,1390,24-01-2018,06:00:00,07:00:00,8,26,0
Microwave,2,7,702,indoor,1182,25-01-2018,02:00:00,03:00:00,0,0,1
Microwave,2,7,702,indoor,1147,26-01-2018,08:00:00,09:00:00,0,0,1
Refridgerator,2,7,702,indoor,100,15-01-2018,01:00:00,02:00:00,0,0,1
Refridgerator,2,7,702,indoor,289,18-01-2018,09:00:00,10:00:00,1,29,0
Television,2,7,702,indoor,219,12-01-2018,05:00:00,06:00:00,3,4,1
Computer,2,7,703,indoor,466,30-01-2018,05:00:00,06:00:00,10,30,0
Lights,2,7,703,indoor,1319,08-01-2018,18:00:00,19:00:00,5,17,1
Lights,2,7,703,indoor,1814,09-01-2018,18:00:00,19:00:00,9,4,0
Microwave,2,7,703,indoor,1393,26-01-2018,13:00:00,14:00:00,7,19,1
Refridgerator,2,7,703,indoor,246,17-01-2018,17:00:00,18:00:00,2,26,0
Refridgerator,2,7,703,indoor,296,18-01-2018,00:00:00,01:00:00,6,8,0
Refridgerator,2,7,703,indoor,122,18-01-2018,09:00:00,10:00:00,7,23,1
Refridgerator,2,7,703,indoor,220,18-01-2018,11:00:00,12:00:00,2,24,0
Television,2,7,703,indoor,288,12-01-2018,17:00:00,18:00:00,9,16,0
AC,2,7,704,indoor,1106,02-01-2018,02:00:00,03:00:00,4,4,1
Computer,2,7,704,indoor,407,30-01-2018,03:00:00,04:00:00,8,24,0
Lights,2,7,704,indoor,1832,06-01-2018,13:00:00,14:00:00,0,0,0
Lights,2,7,704,indoor,1620,09-01-2018,02:00:00,03:00:00,0,0,0
Microwave,2,7,704,indoor,1600,23-01-2018,07:00:00,08:00:00,2,28,0
Refridgerator,2,7,704,indoor,194,14-01-2018,00:00:00,01:00:00,2,11,0
Refridgerator,2,7,704,indoor,225,16-01-2018,10:00:00,11:00:00,7,2,0
Refridgerator,2,7,704,indoor,236,16-01-2018,10:00:00,11:00:00,10,2,0
Television,2,7,704,indoor,213,11-01-2018,13:00:00,14:00:00,2,7,1
Television,2,7,704,indoor,242,14-01-2018,15:00:00,16:00:00,0,0,1
AC,2,7,705,indoor,1295,02-01-2018,06:00:00,07:00:00,0,0,1
Computer,2,7,705,indoor,360,28-01-2018,19:00:00,20:00:00,0,0,1
Computer,2,7,705,indoor,441,31-01-2018,12:00:00,13:00:00,0,0,0
Heater,2,7,705,indoor,2915,19-01-2018,02:00:00,03:00:00,4,17,0
Heater,2,7,705,indoor,2527,20-01-2018,14:00:00,15:00:00,3,6,0
Heater,2,7,705,indoor,2819,21-01-2018,20:00:00,21:00:00,2,17,0
Lights,2,7,705,indoor,1245,08-01-2018,11:00:00,12:00:00,1,11,1
Lights,2,7,705,indoor,1009,08-01-2018,20:00:00,21:00:00,6,2,1
Microwave,2,7,705,indoor,1060,26-01-2018,02:00:00,03:00:00,0,0,1
Refridgerator,2,7,705,indoor,118,18-01-2018,01:00:00,02:00:00,7,27,1
Heater,2,7,706,indoor,2124,19-01-2018,03:00:00,04:00:00,10,20,0
Heater,2,7,706,indoor,2225,19-01-2018,04:00:00,05:00:00,5,26,1
Heater,2,7,706,indoor,2610,19-01-2018,07:00:00,08:00:00,0,0,0
Heater,2,7,706,indoor,2995,19-01-2018,08:00:00,09:00:00,5,7,0
Lights,2,7,706,indoor,1360,08-01-2018,22:00:00,23:00:00,0,0,1
Microwave,2,7,706,indoor,1636,25-01-2018,00:00:00,01:00:00,9,19,0
Refridgerator,2,7,706,indoor,133,15-01-2018,10:00:00,11:00:00,8,18,1
Refridgerator,2,7,706,indoor,226,16-01-2018,05:00:00,06:00:00,7,27,0
Television,2,7,706,indoor,292,11-01-2018,10:00:00,11:00:00,5,5,0
Television,2,7,706,indoor,287,13-01-2018,15:00:00,16:00:00,6,8,0
AC,2,7,707,indoor,1211,03-01-2018,14:00:00,15:00:00,6,28,1
AC,2,7,707,indoor,1750,03-01-2018,20:00:00,21:00:00,5,24,0
Computer,2,7,707,indoor,312,28-01-2018,13:00:00,14:00:00,7,16,1
Heater,2,7,707,indoor,1684,19-01-2018,12:00:00,13:00:00,0,0,1
Heater,2,7,707,indoor,1708,21-01-2018,01:00:00,02:00:00,4,7,1
Lights,2,7,707,indoor,1989,08-01-2018,15:00:00,16:00:00,5,3,0
Microwave,2,7,707,indoor,1492,24-01-2018,09:00:00,10:00:00,0,0,0
Microwave,2,7,707,indoor,1550,27-01-2018,08:00:00,09:00:00,10,22,0
Microwave,2,7,707,indoor,1302,27-01-2018,13:00:00,14:00:00,2,21,1
Refridgerator,2,7,707,indoor,197,14-01-2018,00:00:00,01:00:00,8,8,0
Refridgerator,2,7,707,indoor,283,16-01-2018,04:00:00,05:00:00,0,0,0
Refridgerator,2,7,707,indoor,182,17-01-2018,17:00:00,18:00:00,4,12,1
Television,2,7,707,indoor,262,09-01-2018,00:00:00,01:00:00,0,0,0
Television,2,7,707,indoor,216,10-01-2018,06:00:00,07:00:00,5,20,1
Television,2,7,707,indoor,274,11-01-2018,21:00:00,22:00:00,5,3,0
AC,2,7,0,outdoor,4313,01-01-2018,10:00:00,11:00:00,3,4,0
AC,2,7,0,outdoor,4643,01-01-2018,15:00:00,16:00:00,3,20,0
AC,2,7,0,outdoor,4909,01-01-2018,16:00:00,17:00:00,6,9,0
AC,2,7,0,outdoor,2539,03-01-2018,07:00:00,08:00:00,5,27,1
AC,2,7,0,outdoor,4868,04-01-2018,07:00:00,08:00:00,0,0,0
AC,2,7,0,outdoor,2485,05-01-2018,17:00:00,18:00:00,10,18,1
Computer,2,7,0,outdoor,420,27-01-2018,03:00:00,04:00:00,6,22,0
Computer,2,7,0,outdoor,328,28-01-2018,15:00:00,16:00:00,9,11,1
Computer,2,7,0,outdoor,386,28-01-2018,21:00:00,22:00:00,2,22,1
Computer,2,7,0,outdoor,389,29-01-2018,07:00:00,08:00:00,9,10,1
Computer,2,7,0,outdoor,492,29-01-2018,19:00:00,20:00:00,4,15,0
Computer,2,7,0,outdoor,418,30-01-2018,02:00:00,03:00:00,6,14,1
Computer,2,7,0,outdoor,370,30-01-2018,07:00:00,08:00:00,5,24,1
Heater,2,7,0,outdoor,1937,19-01-2018,02:00:00,03:00:00,6,19,1
Heater,2,7,0,outdoor,2465,19-01-2018,04:00:00,05:00:00,2,20,0
Heater,2,7,0,outdoor,2266,19-01-2018,06:00:00,07:00:00,10,7,0
Heater,2,7,0,outdoor,1832,19-01-2018,06:00:00,07:00:00,1,14,1
Heater,2,7,0,outdoor,2902,19-01-2018,22:00:00,23:00:00,7,20,0
Heater,2,7,0,outdoor,1782,21-01-2018,02:00:00,03:00:00,4,16,1
Heater,2,7,0,outdoor,1808,21-01-2018,23:00:00,00:00:00,8,11,1
Heater,2,7,0,outdoor,2968,22-01-2018,14:00:00,15:00:00,0,0,0
Heater,2,7,0,outdoor,2193,22-01-2018,16:00:00,17:00:00,9,9,1
Heater,2,7,0,outdoor,2878,22-01-2018,19:00:00,20:00:00,1,30,0
Lights,2,7,0,outdoor,2804,05-01-2018,22:00:00,23:00:00,10,30,1
Lights,2,7,0,outdoor,2490,07-01-2018,05:00:00,06:00:00,4,24,1
Lights,2,7,0,outdoor,2090,08-01-2018,04:00:00,05:00:00,2,5,1
Lights,2,7,0,outdoor,3538,08-01-2018,09:00:00,10:00:00,0,0,0
Lights,2,7,0,outdoor,2554,08-01-2018,22:00:00,23:00:00,5,29,1
Lights,2,7,0,outdoor,3049,09-01-2018,14:00:00,15:00:00,0,0,1
Lights,2,7,0,outdoor,4551,09-01-2018,20:00:00,21:00:00,7,29,0
Microwave,2,7,0,outdoor,1157,23-01-2018,02:00:00,03:00:00,1,27,1
Microwave,2,7,0,outdoor,1966,23-01-2018,15:00:00,16:00:00,9,26,0
Microwave,2,7,0,outdoor,1192,23-01-2018,20:00:00,21:00:00,8,25,1
Microwave,2,7,0,outdoor,1460,23-01-2018,22:00:00,23:00:00,1,9,1
Microwave,2,7,0,outdoor,1601,24-01-2018,19:00:00,20:00:00,1,2,1
Microwave,2,7,0,outdoor,1182,25-01-2018,08:00:00,09:00:00,0,0,1
Microwave,2,7,0,outdoor,1699,25-01-2018,16:00:00,17:00:00,1,11,0
Microwave,2,7,0,outdoor,1937,25-01-2018,19:00:00,20:00:00,1,22,0
Microwave,2,7,0,outdoor,1985,26-01-2018,03:00:00,04:00:00,4,21,0
Microwave,2,7,0,outdoor,1646,26-01-2018,20:00:00,21:00:00,0,0,0
Refridgerator,2,7,0,outdoor,239,14-01-2018,01:00:00,02:00:00,6,1,0
Refridgerator,2,7,0,outdoor,140,14-01-2018,03:00:00,04:00:00,0,0,1
Refridgerator,2,7,0,outdoor,285,15-01-2018,01:00:00,02:00:00,6,16,0
Refridgerator,2,7,0,outdoor,268,15-01-2018,13:00:00,14:00:00,4,8,0
Refridgerator,2,7,0,outdoor,140,15-01-2018,14:00:00,15:00:00,0,0,1
Refridgerator,2,7,0,outdoor,177,16-01-2018,05:00:00,06:00:00,9,4,1
Refridgerator,2,7,0,outdoor,243,16-01-2018,14:00:00,15:00:00,2,26,0
Refridgerator,2,7,0,outdoor,116,17-01-2018,06:00:00,07:00:00,4,29,1
Refridgerator,2,7,0,outdoor,145,17-01-2018,08:00:00,09:00:00,10,27,1
Refridgerator,2,7,0,outdoor,252,17-01-2018,10:00:00,11:00:00,5,5,0
Refridgerator,2,7,0,outdoor,292,17-01-2018,10:00:00,11:00:00,1,5,0
Refridgerator,2,7,0,outdoor,229,18-01-2018,14:00:00,15:00:00,0,0,0
Refridgerator,2,7,0,outdoor,173,18-01-2018,18:00:00,19:00:00,4,8,1
Television,2,7,0,outdoor,232,09-01-2018,05:00:00,06:00:00,10,24,1
Television,2,7,0,outdoor,272,10-01-2018,06:00:00,07:00:00,3,17,0
Television,2,7,0,outdoor,226,10-01-2018,23:00:00,00:00:00,1,19,1
Television,2,7,0,outdoor,261,11-01-2018,00:00:00,01:00:00,4,18,1
Television,2,7,0,outdoor,277,11-01-2018,05:00:00,06:00:00,9,19,0
Television,2,7,0,outdoor,298,11-01-2018,09:00:00,10:00:00,4,9,0
Television,2,7,0,outdoor,270,11-01-2018,19:00:00,20:00:00,2,14,0
Television,2,7,0,outdoor,238,12-01-2018,06:00:00,07:00:00,3,29,1
Television,2,7,0,outdoor,253,12-01-2018,07:00:00,08:00:00,6,4,0
Television,2,7,0,outdoor,276,12-01-2018,16:00:00,17:00:00,0,0,0
Television,2,7,0,outdoor,257,12-01-2018,17:00:00,18:00:00,4,7,0
Television,2,7,0,outdoor,283,13-01-2018,13:00:00,14:00:00,9,26,0
Television,2,7,0,outdoor,281,13-01-2018,17:00:00,18:00:00,8,20,0
Television,2,7,0,outdoor,232,13-01-2018,20:00:00,21:00:00,8,17,1
Television,2,7,0,outdoor,206,13-01-2018,23:00:00,00:00:00,8,20,1
AC,2,8,801,indoor,1726,01-01-2018,05:00:00,06:00:00,0,0,0
AC,2,8,801,indoor,1003,04-01-2018,11:00:00,12:00:00,9,26,1
Computer,2,8,801,indoor,454,28-01-2018,15:00:00,16:00:00,6,17,0
Computer,2,8,801,indoor,468,29-01-2018,00:00:00,01:00:00,4,19,0
Computer,2,8,801,indoor,342,29-01-2018,23:00:00,00:00:00,6,25,1
Computer,2,8,801,indoor,389,30-01-2018,17:00:00,18:00:00,6,27,1
Computer,2,8,801,indoor,363,31-01-2018,22:00:00,23:00:00,10,28,1
Lights,2,8,801,indoor,1323,07-01-2018,02:00:00,03:00:00,4,17,1
Lights,2,8,801,indoor,1365,07-01-2018,18:00:00,19:00:00,7,29,1
Lights,2,8,801,indoor,1540,08-01-2018,15:00:00,16:00:00,2,25,1
Microwave,2,8,801,indoor,1490,23-01-2018,05:00:00,06:00:00,8,7,1
Television,2,8,801,indoor,234,10-01-2018,20:00:00,21:00:00,4,8,1
Television,2,8,801,indoor,263,14-01-2018,08:00:00,09:00:00,5,27,0
AC,2,8,802,indoor,1007,02-01-2018,10:00:00,11:00:00,2,15,1
AC,2,8,802,indoor,1959,02-01-2018,12:00:00,13:00:00,0,0,0
Computer,2,8,802,indoor,317,27-01-2018,03:00:00,04:00:00,1,10,1
Lights,2,8,802,indoor,1510,05-01-2018,01:00:00,02:00:00,2,28,0
Microwave,2,8,802,indoor,1170,24-01-2018,14:00:00,15:00:00,0,0,1
Microwave,2,8,802,indoor,1716,25-01-2018,11:00:00,12:00:00,10,24,0
Refridgerator,2,8,802,indoor,282,16-01-2018,10:00:00,11:00:00,8,22,0
Refridgerator,2,8,802,indoor,218,18-01-2018,08:00:00,09:00:00,10,11,0
Television,2,8,802,indoor,240,11-01-2018,20:00:00,21:00:00,2,12,1
Television,2,8,802,indoor,290,13-01-2018,15:00:00,16:00:00,5,23,0
